0,1,2,3,4,5,6,7,8,9,10
chicken,dog food,,,,,,,,,
dessert,yogurt,shopping bags,,,,,,,,
citrus fruit,salty snack,oil,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
citrus fruit,onions,,,,,,,,,
whole milk,pork,rolls/buns,yogurt,,,,,,,
butter milk,pickled vegetables,,,,,,,,,
beef,pip fruit,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
sausage,white bread,,,,,,,,,
rolls/buns,bottled water,,,,,,,,,
pork,bottled water,,,,,,,,,
canned beer,bottled water,,,,,,,,,
rolls/buns,baby cosmetics,,,,,,,,,
UHT-milk,shopping bags,,,,,,,,,
pork,whole milk,other vegetables,tidbits,coffee,,,,,,
soda,butter,,,,,,,,,
chicken,margarine,long life bakery product,,,,,,,,
tropical fruit,frozen vegetables,rice,,,,,,,,
pickled vegetables,soda,,,,,,,,,
beef,ham,,,,,,,,,
meat,whipped/sour cream,,,,,,,,,
frankfurter,margarine,,,,,,,,,
citrus fruit,butter,,,,,,,,,
other vegetables,whole milk,soda,oil,pastry,fruit/vegetable juice,newspapers,,,,
soda,cake bar,,,,,,,,,
newspapers,sausage,,,,,,,,,
berries,domestic eggs,coffee,,,,,,,,
whipped/sour cream,salty snack,,,,,,,,,
salty snack,whole milk,softener,Instant food products,,,,,,,
beverages,shopping bags,,,,,,,,,
brown bread,frozen vegetables,,,,,,,,,
photo/film,other vegetables,,,,,,,,,
citrus fruit,butter,,,,,,,,,
rolls/buns,rolls/buns,,,,,,,,,
tropical fruit,pasta,sugar,,,,,,,,
frozen dessert,flower (seeds),,,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
ham,other vegetables,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
frozen meals,dental care,,,,,,,,,
sausage,whole milk,other vegetables,semi-finished bread,yogurt,,,,,,
butter milk,ham,whole milk,chicken,domestic eggs,shopping bags,chewing gum,shopping bags,white bread,,
sausage,newspapers,,,,,,,,,
other vegetables,oil,,,,,,,,,
soda,pasta,curd cheese,,,,,,,,
finished products,frozen vegetables,,,,,,,,,
onions,oil,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
other vegetables,white bread,,,,,,,,,
pastry,candy,,,,,,,,,
meat,liver loaf,,,,,,,,,
beverages,yogurt,,,,,,,,,
pip fruit,coffee,UHT-milk,,,,,,,,
candy,citrus fruit,pasta,soda,,,,,,,
other vegetables,waffles,rolls/buns,chocolate,,,,,,,
root vegetables,yogurt,,,,,,,,,
frozen meals,ham,specialty chocolate,roll products ,,,,,,,
whipped/sour cream,brown bread,,,,,,,,,
domestic eggs,whole milk,,,,,,,,,
meat,pot plants,canned vegetables,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
berries,shopping bags,red/blush wine,,,,,,,,
soda,tropical fruit,domestic eggs,domestic eggs,,,,,,,
soda,white wine,processed cheese,,,,,,,,
soda,snack products,,,,,,,,,
beverages,UHT-milk,,,,,,,,,
misc. beverages,waffles,bottled beer,,,,,,,,
other vegetables,curd,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
other vegetables,brown bread,,,,,,,,,
whole milk,onions,,,,,,,,,
rolls/buns,ice cream,,,,,,,,,
brown bread,whole milk,white bread,,,,,,,,
ham,soda,,,,,,,,,
white wine,whole milk,,,,,,,,,
pip fruit,frozen meals,white bread,brown bread,fruit/vegetable juice,pastry,,,,,
ice cream,other vegetables,misc. beverages,,,,,,,,
yogurt,pot plants,,,,,,,,,
sausage,hamburger meat,other vegetables,,,,,,,,
frozen potato products,chewing gum,,,,,,,,,
whole milk,liquor (appetizer),,,,,,,,,
hard cheese,meat,beverages,curd,fruit/vegetable juice,,,,,,
other vegetables,citrus fruit,pork,shopping bags,,,,,,,
bottled beer,whole milk,,,,,,,,,
sliced cheese,pip fruit,,,,,,,,,
sausage,seasonal products,,,,,,,,,
root vegetables,whole milk,soda,,,,,,,,
root vegetables,misc. beverages,other vegetables,,,,,,,,
other vegetables,canned fish,,,,,,,,,
fruit/vegetable juice,packaged fruit/vegetables,,,,,,,,,
soda,root vegetables,fruit/vegetable juice,,,,,,,,
tropical fruit,frozen meals,,,,,,,,,
packaged fruit/vegetables,whole milk,,,,,,,,,
other vegetables,dessert,,,,,,,,,
canned beer,bottled beer,,,,,,,,,
bottled beer,processed cheese,,,,,,,,,
soda,beverages,,,,,,,,,
packaged fruit/vegetables,yogurt,,,,,,,,,
frankfurter,domestic eggs,,,,,,,,,
onions,frozen vegetables,curd,,,,,,,,
sausage,bottled beer,root vegetables,,,,,,,,
root vegetables,sausage,cream cheese ,curd,UHT-milk,,,,,,
UHT-milk,other vegetables,other vegetables,bottled water,,,,,,,
bottled beer,hard cheese,,,,,,,,,
frozen meals,finished products,chocolate,other vegetables,whole milk,packaged fruit/vegetables,napkins,salty snack,,,
packaged fruit/vegetables,pudding powder,shopping bags,coffee,,,,,,,
other vegetables,chocolate marshmallow,,,,,,,,,
tropical fruit,semi-finished bread,,,,,,,,,
pastry,canned beer,whipped/sour cream,grapes,,,,,,,
tropical fruit,soda,oil,,,,,,,,
salty snack,yogurt,,,,,,,,,
frozen meals,instant coffee,specialty chocolate,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
shopping bags,domestic eggs,,,,,,,,,
ham,soda,specialty chocolate,,,,,,,,
citrus fruit,bottled water,,,,,,,,,
ham,yogurt,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
UHT-milk,tropical fruit,,,,,,,,,
whipped/sour cream,meat spreads,,,,,,,,,
domestic eggs,processed cheese,whole milk,bottled water,,,,,,,
rolls/buns,whole milk,onions,,,,,,,,
other vegetables,whole milk,,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
beef,butter milk,yogurt,soda,,,,,,,
pork,yogurt,whole milk,,,,,,,,
canned beer,soda,,,,,,,,,
sausage,other vegetables,shopping bags,napkins,,,,,,,
canned beer,newspapers,,,,,,,,,
pastry,bottled beer,,,,,,,,,
berries,rolls/buns,,,,,,,,,
pastry,pickled vegetables,margarine,,,,,,,,
onions,specialty chocolate,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
rolls/buns,soups,,,,,,,,,
domestic eggs,other vegetables,,,,,,,,,
tropical fruit,hygiene articles,,,,,,,,,
bottled water,tidbits,,,,,,,,,
whole milk,butter,domestic eggs,,,,,,,,
sausage,whole milk,jam,yogurt,,,,,,,
sausage,dessert,,,,,,,,,
finished products,cocoa drinks,,,,,,,,,
pet care,mustard,,,,,,,,,
root vegetables,frankfurter,frankfurter,fruit/vegetable juice,bottled water,rolls/buns,detergent,bottled beer,male cosmetics,,
beverages,beverages,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
whole milk,other vegetables,ice cream,,,,,,,,
house keeping products,spread cheese,,,,,,,,,
tropical fruit,grapes,sausage,grapes,fruit/vegetable juice,curd,other vegetables,whipped/sour cream,,,
dessert,processed cheese,UHT-milk,,,,,,,,
napkins,canned vegetables,,,,,,,,,
root vegetables,hygiene articles,soda,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
butter,canned beer,brown bread,canned beer,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
chicken,tropical fruit,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
other vegetables,dishes,,,,,,,,,
chicken,dessert,,,,,,,,,
sugar,bottled beer,packaged fruit/vegetables,bottled water,,,,,,,
citrus fruit,chewing gum,frozen vegetables,margarine,,,,,,,
citrus fruit,shopping bags,,,,,,,,,
tropical fruit,tropical fruit,pot plants,berries,other vegetables,shopping bags,,,,,
pastry,other vegetables,,,,,,,,,
whole milk,shopping bags,,,,,,,,,
tropical fruit,napkins,whole milk,,,,,,,,
other vegetables,jam,cat food,fruit/vegetable juice,,,,,,,
frozen meals,napkins,,,,,,,,,
tropical fruit,waffles,,,,,,,,,
turkey,salt,,,,,,,,,
beef,frozen dessert,,,,,,,,,
bottled water,coffee,curd,,,,,,,,
whole milk,frozen vegetables,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
frankfurter,root vegetables,yogurt,whole milk,,,,,,,
cat food,bottled beer,beef,brown bread,margarine,rolls/buns,,,,,
sausage,root vegetables,bottled beer,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
whole milk,pastry,fruit/vegetable juice,,,,,,,,
bottled beer,whole milk,,,,,,,,,
frankfurter,chocolate,mayonnaise,oil,,,,,,,
spread cheese,soda,,,,,,,,,
UHT-milk,domestic eggs,,,,,,,,,
pip fruit,sauces,,,,,,,,,
hamburger meat,frozen potato products,whole milk,citrus fruit,semi-finished bread,napkins,,,,,
pork,mayonnaise,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
pork,brown bread,,,,,,,,,
shopping bags,coffee,,,,,,,,,
citrus fruit,frozen meals,,,,,,,,,
whipped/sour cream,oil,,,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
cream cheese ,fruit/vegetable juice,,,,,,,,,
sausage,curd cheese,,,,,,,,,
domestic eggs,root vegetables,semi-finished bread,curd,,,,,,,
root vegetables,specialty chocolate,frozen vegetables,canned beer,frozen fish,,,,,,
specialty cheese,butter,,,,,,,,,
root vegetables,coffee,,,,,,,,,
bottled water,roll products ,butter,coffee,rum,,,,,,
bottled beer,semi-finished bread,,,,,,,,,
canned beer,soda,,,,,,,,,
root vegetables,male cosmetics,,,,,,,,,
bottled beer,canned beer,fruit/vegetable juice,,,,,,,,
ice cream,hamburger meat,,,,,,,,,
frankfurter,rolls/buns,coffee,white wine,,,,,,,
soda,hygiene articles,grapes,pudding powder,butter milk,butter,,,,,
soda,frozen potato products,,,,,,,,,
misc. beverages,yogurt,,,,,,,,,
flower (seeds),bottled beer,,,,,,,,,
onions,rolls/buns,,,,,,,,,
whole milk,bottled beer,frozen vegetables,,,,,,,,
bottled water,Instant food products,,,,,,,,,
beverages,rolls/buns,soups,white bread,,,,,,,
other vegetables,soda,fruit/vegetable juice,,,,,,,,
chocolate,beverages,,,,,,,,,
beef,yogurt,,,,,,,,,
ham,rolls/buns,,,,,,,,,
tropical fruit,semi-finished bread,,,,,,,,,
liquor,margarine,,,,,,,,,
citrus fruit,brown bread,ketchup,,,,,,,,
specialty chocolate,other vegetables,,,,,,,,,
other vegetables,citrus fruit,rolls/buns,,,,,,,,
turkey,frozen potato products,butter,frozen dessert,,,,,,,
other vegetables,cereals,cleaner,,,,,,,,
tropical fruit,salty snack,,,,,,,,,
domestic eggs,hamburger meat,,,,,,,,,
frozen vegetables,dessert,,,,,,,,,
bottled beer,margarine,,,,,,,,,
chicken,chocolate marshmallow,hygiene articles,,,,,,,,
meat,hamburger meat,,,,,,,,,
salty snack,brown bread,napkins,,,,,,,,
beef,canned beer,fruit/vegetable juice,,,,,,,,
shopping bags,whole milk,,,,,,,,,
beverages,sausage,whole milk,citrus fruit,whole milk,,,,,,
other vegetables,roll products ,,,,,,,,,
sausage,soda,candy,,,,,,,,
fish,pot plants,coffee,,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
other vegetables,curd,,,,,,,,,
sausage,whole milk,root vegetables,citrus fruit,,,,,,,
rolls/buns,fruit/vegetable juice,,,,,,,,,
beef,long life bakery product,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
brandy,ham,root vegetables,whole milk,,,,,,,
shopping bags,tropical fruit,,,,,,,,,
sausage,tropical fruit,sausage,frankfurter,cream cheese ,other vegetables,hard cheese,chocolate,flour,,
sausage,salty snack,cling film/bags,,,,,,,,
pork,bottled beer,,,,,,,,,
cat food,fruit/vegetable juice,,,,,,,,,
condensed milk,pastry,,,,,,,,,
fruit/vegetable juice,other vegetables,,,,,,,,,
bottled beer,hamburger meat,,,,,,,,,
chocolate,beef,,,,,,,,,
bottled water,liquor,,,,,,,,,
other vegetables,sliced cheese,,,,,,,,,
frankfurter,whipped/sour cream,,,,,,,,,
ham,yogurt,,,,,,,,,
canned beer,yogurt,,,,,,,,,
pork,yogurt,,,,,,,,,
red/blush wine,specialty bar,rolls/buns,,,,,,,,
other vegetables,frozen meals,,,,,,,,,
whole milk,bottled water,,,,,,,,,
other vegetables,fruit/vegetable juice,,,,,,,,,
other vegetables,root vegetables,mayonnaise,,,,,,,,
other vegetables,whole milk,bottled beer,,,,,,,,
citrus fruit,oil,whole milk,,,,,,,,
frankfurter,pastry,salt,,,,,,,,
butter milk,brown bread,,,,,,,,,
curd,pip fruit,,,,,,,,,
root vegetables,coffee,napkins,,,,,,,,
soda,shopping bags,,,,,,,,,
long life bakery product,soap,,,,,,,,,
rolls/buns,liquor (appetizer),,,,,,,,,
frankfurter,frankfurter,hard cheese,frozen potato products,bottled water,shopping bags,,,,,
white bread,butter,,,,,,,,,
canned beer,other vegetables,margarine,,,,,,,,
abrasive cleaner,citrus fruit,whole milk,long life bakery product,,,,,,,
pip fruit,bottled beer,,,,,,,,,
frankfurter,ice cream,,,,,,,,,
root vegetables,meat,,,,,,,,,
ham,berries,,,,,,,,,
butter,dish cleaner,light bulbs,,,,,,,,
sparkling wine,root vegetables,,,,,,,,,
onions,canned beer,,,,,,,,,
canned beer,napkins,,,,,,,,,
liver loaf,specialty chocolate,,,,,,,,,
canned fish,rolls/buns,domestic eggs,,,,,,,,
tropical fruit,dessert,domestic eggs,,,,,,,,
popcorn,cat food,,,,,,,,,
rum,rolls/buns,,,,,,,,,
misc. beverages,cling film/bags,,,,,,,,,
ham,other vegetables,napkins,,,,,,,,
pastry,napkins,,,,,,,,,
root vegetables,baking powder,,,,,,,,,
pork,pip fruit,chocolate,,,,,,,,
soda,butter milk,,,,,,,,,
canned beer,soda,,,,,,,,,
hamburger meat,soda,,,,,,,,,
sausage,soda,,,,,,,,,
whole milk,beef,rolls/buns,mustard,,,,,,,
curd,long life bakery product,,,,,,,,,
yogurt,citrus fruit,pastry,,,,,,,,
root vegetables,newspapers,,,,,,,,,
chocolate,yogurt,other vegetables,,,,,,,,
meat,condensed milk,,,,,,,,,
whole milk,canned beer,,,,,,,,,
mustard,whole milk,tropical fruit,whole milk,,,,,,,
frankfurter,shopping bags,rolls/buns,,,,,,,,
pip fruit,yogurt,whole milk,yogurt,bottled beer,newspapers,,,,,
citrus fruit,whole milk,yogurt,canned beer,,,,,,,
yogurt,processed cheese,,,,,,,,,
citrus fruit,spread cheese,,,,,,,,,
frozen meals,canned beer,,,,,,,,,
beef,soda,,,,,,,,,
hamburger meat,berries,liquor,cream cheese ,,,,,,,
curd,soda,ice cream,,,,,,,,
white bread,hamburger meat,pastry,frozen meals,,,,,,,
roll products ,shopping bags,,,,,,,,,
soda,rolls/buns,shopping bags,,,,,,,,
frankfurter,cream cheese ,long life bakery product,,,,,,,,
grapes,frozen vegetables,vinegar,,,,,,,,
berries,rolls/buns,,,,,,,,,
pastry,other vegetables,,,,,,,,,
frozen potato products,salt,coffee,,,,,,,,
beef,curd,,,,,,,,,
domestic eggs,citrus fruit,,,,,,,,,
berries,other vegetables,,,,,,,,,
pet care,pork,,,,,,,,,
berries,hard cheese,dishes,,,,,,,,
root vegetables,yogurt,canned vegetables,,,,,,,,
beverages,pork,,,,,,,,,
canned beer,domestic eggs,,,,,,,,,
pork,napkins,,,,,,,,,
coffee,whole milk,,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
hamburger meat,candles,,,,,,,,,
whole milk,pastry,,,,,,,,,
butter,rolls/buns,,,,,,,,,
shopping bags,tropical fruit,red/blush wine,,,,,,,,
frankfurter,whole milk,grapes,butter,semi-finished bread,,,,,,
other vegetables,frankfurter,rolls/buns,other vegetables,shopping bags,,,,,,
shopping bags,skin care,,,,,,,,,
other vegetables,cream cheese ,tropical fruit,root vegetables,specialty chocolate,,,,,,
specialty bar,soda,frozen vegetables,frozen vegetables,,,,,,,
butter,sugar,,,,,,,,,
root vegetables,rolls/buns,,,,,,,,,
tropical fruit,cling film/bags,,,,,,,,,
newspapers,yogurt,napkins,,,,,,,,
pork,rolls/buns,,,,,,,,,
dental care,curd,,,,,,,,,
chocolate,whipped/sour cream,brown bread,,,,,,,,
soda,liquor (appetizer),,,,,,,,,
other vegetables,bottled beer,,,,,,,,,
sausage,root vegetables,,,,,,,,,
candy,tropical fruit,rolls/buns,,,,,,,,
chicken,margarine,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
beef,yogurt,,,,,,,,,
citrus fruit,domestic eggs,,,,,,,,,
root vegetables,dessert,,,,,,,,,
onions,soda,,,,,,,,,
whole milk,tropical fruit,cat food,,,,,,,,
frankfurter,finished products,canned beer,hamburger meat,packaged fruit/vegetables,whipped/sour cream,curd,sweet spreads,white bread,,
female sanitary products,margarine,,,,,,,,,
tropical fruit,chicken,sausage,organic sausage,other vegetables,whipped/sour cream,other vegetables,butter milk,,,
roll products ,root vegetables,mayonnaise,,,,,,,,
tropical fruit,margarine,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
margarine,coffee,sliced cheese,,,,,,,,
bottled beer,butter,frozen vegetables,whole milk,,,,,,,
other vegetables,bottled water,,,,,,,,,
beef,jam,flower (seeds),,,,,,,,
newspapers,pastry,,,,,,,,,
chicken,whole milk,margarine,soda,,,,,,,
white bread,soda,,,,,,,,,
pastry,bottled water,,,,,,,,,
meat,pip fruit,beverages,soda,,,,,,,
canned beer,sausage,butter,other vegetables,salty snack,,,,,,
sausage,bottled water,,,,,,,,,
rolls/buns,white bread,,,,,,,,,
whole milk,bottled water,waffles,,,,,,,,
bottled water,cream cheese ,,,,,,,,,
ice cream,canned beer,,,,,,,,,
soda,frankfurter,soda,salty snack,bottled water,frozen vegetables,yogurt,,,,
other vegetables,finished products,beef,whole milk,chocolate,sugar,,,,,
pastry,dish cleaner,,,,,,,,,
tropical fruit,shopping bags,cream cheese ,pasta,,,,,,,
tropical fruit,root vegetables,rolls/buns,onions,shopping bags,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
domestic eggs,bottled beer,,,,,,,,,
other vegetables,sparkling wine,frozen meals,rolls/buns,,,,,,,
mustard,rolls/buns,white bread,newspapers,,,,,,,
whole milk,cleaner,,,,,,,,,
whole milk,spread cheese,bottled water,onions,,,,,,,
chewing gum,soda,red/blush wine,,,,,,,,
rolls/buns,curd,cat food,,,,,,,,
frankfurter,rolls/buns,,,,,,,,,
whole milk,frankfurter,chicken,frankfurter,flour,chocolate,bottled beer,rolls/buns,,,
root vegetables,long life bakery product,,,,,,,,,
packaged fruit/vegetables,frozen fish,,,,,,,,,
bottled beer,chicken,baking powder,curd,,,,,,,
ham,berries,,,,,,,,,
mayonnaise,frozen vegetables,processed cheese,,,,,,,,
bottled beer,bottled beer,,,,,,,,,
yogurt,hygiene articles,,,,,,,,,
rolls/buns,hard cheese,rolls/buns,flour,,,,,,,
sausage,dessert,,,,,,,,,
sausage,specialty chocolate,,,,,,,,,
other vegetables,liquor,,,,,,,,,
soda,coffee,salty snack,,,,,,,,
beef,pot plants,frozen meals,,,,,,,,
tropical fruit,pip fruit,,,,,,,,,
sausage,canned beer,,,,,,,,,
tropical fruit,yogurt,,,,,,,,,
berries,soap,,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
waffles,yogurt,,,,,,,,,
berries,canned fish,,,,,,,,,
pip fruit,waffles,,,,,,,,,
frozen potato products,bottled beer,,,,,,,,,
mustard,curd,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
fruit/vegetable juice,butter,rolls/buns,,,,,,,,
hamburger meat,margarine,,,,,,,,,
vinegar,grapes,frozen vegetables,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
chocolate,dessert,,,,,,,,,
misc. beverages,pastry,,,,,,,,,
butter,root vegetables,bottled water,whipped/sour cream,red/blush wine,,,,,,
whole milk,frozen meals,,,,,,,,,
frankfurter,hard cheese,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
frozen vegetables,bottled beer,,,,,,,,,
beverages,mustard,,,,,,,,,
whole milk,margarine,sugar,,,,,,,,
tropical fruit,bottled water,,,,,,,,,
other vegetables,condensed milk,,,,,,,,,
soda,dishes,,,,,,,,,
other vegetables,whole milk,soda,,,,,,,,
whole milk,yogurt,,,,,,,,,
frozen fruits,dishes,,,,,,,,,
meat,ice cream,,,,,,,,,
spread cheese,specialty chocolate,,,,,,,,,
zwieback,curd,,,,,,,,,
bottled water,sliced cheese,,,,,,,,,
rolls/buns,other vegetables,,,,,,,,,
packaged fruit/vegetables,pastry,,,,,,,,,
whole milk,female sanitary products,,,,,,,,,
tropical fruit,detergent,,,,,,,,,
rolls/buns,jam,cake bar,,,,,,,,
whole milk,sugar,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
citrus fruit,long life bakery product,,,,,,,,,
margarine,soda,UHT-milk,,,,,,,,
shopping bags,canned beer,,,,,,,,,
specialty bar,roll products ,Instant food products,,,,,,,,
flower (seeds),bottled water,,,,,,,,,
white bread,bottled water,,,,,,,,,
dish cleaner,soda,,,,,,,,,
canned fish,white bread,,,,,,,,,
curd,rolls/buns,,,,,,,,,
butter milk,long life bakery product,,,,,,,,,
other vegetables,yogurt,,,,,,,,,
misc. beverages,rolls/buns,,,,,,,,,
meat,other vegetables,,,,,,,,,
pip fruit,butter,whole milk,other vegetables,,,,,,,
pastry,citrus fruit,,,,,,,,,
sausage,semi-finished bread,coffee,,,,,,,,
whipped/sour cream,brown bread,,,,,,,,,
soda,canned beer,citrus fruit,frozen meals,,,,,,,
whole milk,root vegetables,newspapers,,,,,,,,
yogurt,whole milk,,,,,,,,,
beverages,jam,,,,,,,,,
root vegetables,pip fruit,other vegetables,canned beer,,,,,,,
other vegetables,semi-finished bread,,,,,,,,,
rolls/buns,pickled vegetables,,,,,,,,,
pip fruit,specialty chocolate,,,,,,,,,
soda,margarine,,,,,,,,,
packaged fruit/vegetables,other vegetables,,,,,,,,,
curd,meat,yogurt,whipped/sour cream,,,,,,,
root vegetables,whipped/sour cream,,,,,,,,,
fruit/vegetable juice,newspapers,,,,,,,,,
rolls/buns,bottled beer,white bread,,,,,,,,
sausage,whole milk,pastry,whole milk,,,,,,,
curd,soda,,,,,,,,,
pip fruit,male cosmetics,,,,,,,,,
chewing gum,frozen vegetables,,,,,,,,,
citrus fruit,chicken,,,,,,,,,
meat,whole milk,,,,,,,,,
misc. beverages,frozen meals,,,,,,,,,
bottled beer,frankfurter,UHT-milk,pot plants,,,,,,,
yogurt,whipped/sour cream,,,,,,,,,
pastry,oil,potato products,,,,,,,,
cat food,soda,,,,,,,,,
brown bread,butter milk,canned vegetables,soda,,,,,,,
ham,yogurt,,,,,,,,,
grapes,other vegetables,,,,,,,,,
soda,bottled beer,brown bread,,,,,,,,
hygiene articles,other vegetables,,,,,,,,,
rolls/buns,pip fruit,margarine,,,,,,,,
soda,herbs,canned beer,soda,seasonal products,dishes,yogurt,mayonnaise,flower (seeds),,
root vegetables,chewing gum,margarine,,,,,,,,
dessert,onions,,,,,,,,,
tropical fruit,white bread,,,,,,,,,
